Surrogate Keys,Cost (Dollars),Month,Year,Quantity (g),Grams,Calories,Protein,Fat,Fiber,Sat.Fat,Carbs,Multiplier,Inflation,Population,GDP (Millions),Almonds,Avocado,Bacon,Butter,Olive oil,Peanut butter,Peanuts,Salmon,Sunflower seeds,Sweet potatoes,Condiments,Dairy,Fruits,Meat,Snacks,Vegetables,Alberta,British Columbia,Canada,Manitoba,New Brunswick,Newfoundland and Labrador,Nova Scotia,Ontario,Prince Edward Island,Quebec,Saskatchewan,cold continental,continental,eastern-maritime,humid continental,prairie-steppe,semi-continental,western maritime,isoutlier
3646,2.01,8,2023,100.0,100.0,171.2962962962963,1.851851851851852,16.666666666666668,1.8,11.11111111111111,5.555555555555555,0.925925925925926,4.8,834691,8457425.641999999,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,outlier
3648,2.19,8,2023,100.0,100.0,171.2962962962963,1.851851851851852,16.666666666666668,1.8,11.11111111111111,5.555555555555555,0.925925925925926,4.8,15608369,1631204.1109999998,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,outlier
3653,2.07,9,2023,100.0,100.0,171.2962962962963,1.851851851851852,16.666666666666668,1.8,11.11111111111111,5.555555555555555,0.925925925925926,4.4,40097761,8457425.641999999,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
3657,1.83,9,2023,100.0,100.0,171.2962962962963,1.851851851851852,16.666666666666668,1.8,11.11111111111111,5.555555555555555,0.925925925925926,4.4,834691,8457425.641999999,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,outlier
3659,2.28,9,2023,100.0,100.0,171.2962962962963,1.851851851851852,16.666666666666668,1.8,11.11111111111111,5.555555555555555,0.925925925925926,4.4,15608369,1631204.1109999998,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,outlier
3664,2.24,10,2023,100.0,100.0,171.2962962962963,1.851851851851852,16.666666666666668,1.8,11.11111111111111,5.555555555555555,0.925925925925926,4.2,40528396,8457425.641999999,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
3668,1.94,10,2023,100.0,100.0,171.2962962962963,1.851851851851852,16.666666666666668,1.8,11.11111111111111,5.555555555555555,0.925925925925926,4.2,842725,8457425.641999999,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,outlier
3670,2.3,10,2023,100.0,100.0,171.2962962962963,1.851851851851852,16.666666666666668,1.8,11.11111111111111,5.555555555555555,0.925925925925926,4.2,15801768,1631204.1109999998,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,outlier
3675,2.04,11,2023,100.0,100.0,171.2962962962963,1.851851851851852,16.666666666666668,1.8,11.11111111111111,5.555555555555555,0.925925925925926,3.9,40528396,8457425.641999999,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
3679,1.92,11,2023,100.0,100.0,171.2962962962963,1.851851851851852,16.666666666666668,1.8,11.11111111111111,5.555555555555555,0.925925925925926,3.9,842725,8457425.641999999,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,outlier
3681,2.19,11,2023,100.0,100.0,171.2962962962963,1.851851851851852,16.666666666666668,1.8,11.11111111111111,5.555555555555555,0.925925925925926,3.9,15801768,1631204.1109999998,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,outlier
3686,2.0,12,2023,100.0,100.0,171.2962962962963,1.851851851851852,16.666666666666668,1.8,11.11111111111111,5.555555555555555,0.925925925925926,3.9,40528396,8457425.641999999,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
3690,1.73,12,2023,100.0,100.0,171.2962962962963,1.851851851851852,16.666666666666668,1.8,11.11111111111111,5.555555555555555,0.925925925925926,3.9,842725,8457425.641999999,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,outlier
3692,2.16,12,2023,100.0,100.0,171.2962962962963,1.851851851851852,16.666666666666668,1.8,11.11111111111111,5.555555555555555,0.925925925925926,3.9,15801768,1631204.1109999998,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,outlier
3697,2.85,1,2017,1000.0,1000.0,1409.0909090909092,18.181818181818183,9.090909090909092,1.0,0.0,327.2727272727273,9.090909090909092,1.2,36313068,6175637.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
3699,3.92,1,2017,1000.0,1000.0,1409.0909090909092,18.181818181818183,9.090909090909092,1.0,0.0,327.2727272727273,9.090909090909092,1.2,147811,19603.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,outlier
3708,2.95,2,2017,1000.0,1000.0,1409.0909090909092,18.181818181818183,9.090909090909092,1.0,0.0,327.2727272727273,9.090909090909092,1.2,36313068,6175637.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
3710,4.03,2,2017,1000.0,1000.0,1409.0909090909092,18.181818181818183,9.090909090909092,1.0,0.0,327.2727272727273,9.090909090909092,1.2,147811,19603.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,outlier
3719,2.89,3,2017,1000.0,1000.0,1409.0909090909092,18.181818181818183,9.090909090909092,1.0,0.0,327.2727272727273,9.090909090909092,1.1,36313068,6175637.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
3721,4.28,3,2017,1000.0,1000.0,1409.0909090909092,18.181818181818183,9.090909090909092,1.0,0.0,327.2727272727273,9.090909090909092,1.1,147811,19603.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,outlier
3730,2.64,4,2017,1000.0,1000.0,1409.0909090909092,18.181818181818183,9.090909090909092,1.0,0.0,327.2727272727273,9.090909090909092,1.1,36397141,6175637.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
3732,3.65,4,2017,1000.0,1000.0,1409.0909090909092,18.181818181818183,9.090909090909092,1.0,0.0,327.2727272727273,9.090909090909092,1.1,148354,19603.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,outlier
3741,3.25,5,2017,1000.0,1000.0,1409.0909090909092,18.181818181818183,9.090909090909092,1.0,0.0,327.2727272727273,9.090909090909092,1.0,36397141,6175637.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
3743,4.08,5,2017,1000.0,1000.0,1409.0909090909092,18.181818181818183,9.090909090909092,1.0,0.0,327.2727272727273,9.090909090909092,1.0,148354,19603.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,outlier
3752,3.56,6,2017,1000.0,1000.0,1409.0909090909092,18.181818181818183,9.090909090909092,1.0,0.0,327.2727272727273,9.090909090909092,1.1,36397141,6175637.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
3754,4.23,6,2017,1000.0,1000.0,1409.0909090909092,18.181818181818183,9.090909090909092,1.0,0.0,327.2727272727273,9.090909090909092,1.1,148354,19603.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,outlier
4489,4.06,1,2023,1000.0,1000.0,1409.0909090909092,18.181818181818183,9.090909090909092,1.0,0.0,327.2727272727273,9.090909090909092,6.1,39498018,8457425.641999999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
4493,4.19,1,2023,1000.0,1000.0,1409.0909090909092,18.181818181818183,9.090909090909092,1.0,0.0,327.2727272727273,9.090909090909092,6.1,820943,8457425.641999999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,outlier
4495,3.98,1,2023,1000.0,1000.0,1409.0909090909092,18.181818181818183,9.090909090909092,1.0,0.0,327.2727272727273,9.090909090909092,6.1,15378179,1631204.1109999998,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,outlier
4500,3.99,2,2023,1000.0,1000.0,1409.0909090909092,18.181818181818183,9.090909090909092,1.0,0.0,327.2727272727273,9.090909090909092,6.0,39498018,8457425.641999999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
4504,4.26,2,2023,1000.0,1000.0,1409.0909090909092,18.181818181818183,9.090909090909092,1.0,0.0,327.2727272727273,9.090909090909092,6.0,820943,8457425.641999999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,outlier
4506,3.54,2,2023,1000.0,1000.0,1409.0909090909092,18.181818181818183,9.090909090909092,1.0,0.0,327.2727272727273,9.090909090909092,6.0,15378179,1631204.1109999998,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,outlier
4511,3.96,3,2023,1000.0,1000.0,1409.0909090909092,18.181818181818183,9.090909090909092,1.0,0.0,327.2727272727273,9.090909090909092,5.7,39498018,8457425.641999999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
4515,4.04,3,2023,1000.0,1000.0,1409.0909090909092,18.181818181818183,9.090909090909092,1.0,0.0,327.2727272727273,9.090909090909092,5.7,820943,8457425.641999999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,outlier
4517,3.73,3,2023,1000.0,1000.0,1409.0909090909092,18.181818181818183,9.090909090909092,1.0,0.0,327.2727272727273,9.090909090909092,5.7,15378179,1631204.1109999998,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,outlier
4522,3.5,4,2023,1000.0,1000.0,1409.0909090909092,18.181818181818183,9.090909090909092,1.0,0.0,327.2727272727273,9.090909090909092,5.6,39739633,8457425.641999999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
4526,3.89,4,2023,1000.0,1000.0,1409.0909090909092,18.181818181818183,9.090909090909092,1.0,0.0,327.2727272727273,9.090909090909092,5.6,826622,8457425.641999999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,outlier
4528,3.24,4,2023,1000.0,1000.0,1409.0909090909092,18.181818181818183,9.090909090909092,1.0,0.0,327.2727272727273,9.090909090909092,5.6,15457075,1631204.1109999998,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,outlier
4533,4.49,5,2023,1000.0,1000.0,1409.0909090909092,18.181818181818183,9.090909090909092,1.0,0.0,327.2727272727273,9.090909090909092,5.2,39739633,8457425.641999999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
4537,4.67,5,2023,1000.0,1000.0,1409.0909090909092,18.181818181818183,9.090909090909092,1.0,0.0,327.2727272727273,9.090909090909092,5.2,826622,8457425.641999999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,outlier
4539,4.04,5,2023,1000.0,1000.0,1409.0909090909092,18.181818181818183,9.090909090909092,1.0,0.0,327.2727272727273,9.090909090909092,5.2,15457075,1631204.1109999998,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,outlier
4544,4.52,6,2023,1000.0,1000.0,1409.0909090909092,18.181818181818183,9.090909090909092,1.0,0.0,327.2727272727273,9.090909090909092,5.1,39739633,8457425.641999999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
4548,4.6,6,2023,1000.0,1000.0,1409.0909090909092,18.181818181818183,9.090909090909092,1.0,0.0,327.2727272727273,9.090909090909092,5.1,826622,8457425.641999999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,outlier
4550,4.1,6,2023,1000.0,1000.0,1409.0909090909092,18.181818181818183,9.090909090909092,1.0,0.0,327.2727272727273,9.090909090909092,5.1,15457075,1631204.1109999998,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,outlier
4555,4.59,7,2023,1000.0,1000.0,1409.0909090909092,18.181818181818183,9.090909090909092,1.0,0.0,327.2727272727273,9.090909090909092,4.8,40097761,8457425.641999999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
4559,4.8,7,2023,1000.0,1000.0,1409.0909090909092,18.181818181818183,9.090909090909092,1.0,0.0,327.2727272727273,9.090909090909092,4.8,834691,8457425.641999999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,outlier
4561,4.21,7,2023,1000.0,1000.0,1409.0909090909092,18.181818181818183,9.090909090909092,1.0,0.0,327.2727272727273,9.090909090909092,4.8,15608369,1631204.1109999998,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,outlier
4566,4.63,8,2023,1000.0,1000.0,1409.0909090909092,18.181818181818183,9.090909090909092,1.0,0.0,327.2727272727273,9.090909090909092,4.8,40097761,8457425.641999999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
4570,4.89,8,2023,1000.0,1000.0,1409.0909090909092,18.181818181818183,9.090909090909092,1.0,0.0,327.2727272727273,9.090909090909092,4.8,834691,8457425.641999999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,outlier
4572,4.29,8,2023,1000.0,1000.0,1409.0909090909092,18.181818181818183,9.090909090909092,1.0,0.0,327.2727272727273,9.090909090909092,4.8,15608369,1631204.1109999998,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,outlier
4577,4.03,9,2023,1000.0,1000.0,1409.0909090909092,18.181818181818183,9.090909090909092,1.0,0.0,327.2727272727273,9.090909090909092,4.4,40097761,8457425.641999999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
4581,4.75,9,2023,1000.0,1000.0,1409.0909090909092,18.181818181818183,9.090909090909092,1.0,0.0,327.2727272727273,9.090909090909092,4.4,834691,8457425.641999999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,outlier
4583,3.92,9,2023,1000.0,1000.0,1409.0909090909092,18.181818181818183,9.090909090909092,1.0,0.0,327.2727272727273,9.090909090909092,4.4,15608369,1631204.1109999998,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,outlier
4588,3.34,10,2023,1000.0,1000.0,1409.0909090909092,18.181818181818183,9.090909090909092,1.0,0.0,327.2727272727273,9.090909090909092,4.2,40528396,8457425.641999999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
4592,3.6,10,2023,1000.0,1000.0,1409.0909090909092,18.181818181818183,9.090909090909092,1.0,0.0,327.2727272727273,9.090909090909092,4.2,842725,8457425.641999999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,outlier
4594,3.36,10,2023,1000.0,1000.0,1409.0909090909092,18.181818181818183,9.090909090909092,1.0,0.0,327.2727272727273,9.090909090909092,4.2,15801768,1631204.1109999998,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,outlier
4599,4.08,11,2023,1000.0,1000.0,1409.0909090909092,18.181818181818183,9.090909090909092,1.0,0.0,327.2727272727273,9.090909090909092,3.9,40528396,8457425.641999999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
4603,4.6,11,2023,1000.0,1000.0,1409.0909090909092,18.181818181818183,9.090909090909092,1.0,0.0,327.2727272727273,9.090909090909092,3.9,842725,8457425.641999999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,outlier
4605,3.62,11,2023,1000.0,1000.0,1409.0909090909092,18.181818181818183,9.090909090909092,1.0,0.0,327.2727272727273,9.090909090909092,3.9,15801768,1631204.1109999998,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,outlier
4610,3.42,12,2023,1000.0,1000.0,1409.0909090909092,18.181818181818183,9.090909090909092,1.0,0.0,327.2727272727273,9.090909090909092,3.9,40528396,8457425.641999999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
4614,4.22,12,2023,1000.0,1000.0,1409.0909090909092,18.181818181818183,9.090909090909092,1.0,0.0,327.2727272727273,9.090909090909092,3.9,842725,8457425.641999999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,outlier
4616,3.49,12,2023,1000.0,1000.0,1409.0909090909092,18.181818181818183,9.090909090909092,1.0,0.0,327.2727272727273,9.090909090909092,3.9,15801768,1631204.1109999998,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,outlier
4621,9.0,1,2017,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.2,36313068,6175637.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
4623,9.6,1,2017,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.2,147811,19603.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,outlier
4632,6.99,2,2017,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.2,36313068,6175637.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
4634,8.69,2,2017,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.2,147811,19603.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,outlier
4643,8.04,3,2017,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.1,36313068,6175637.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
4645,7.02,3,2017,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.1,147811,19603.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,outlier
4654,8.53,4,2017,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.1,36397141,6175637.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
4656,10.18,4,2017,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.1,148354,19603.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,outlier
4665,8.91,5,2017,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.0,36397141,6175637.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
4667,9.11,5,2017,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.0,148354,19603.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,outlier
4676,8.71,6,2017,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.1,36397141,6175637.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
4678,9.66,6,2017,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.1,148354,19603.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,outlier
5413,10.39,1,2023,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,6.1,39498018,8457425.641999999,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
5417,10.24,1,2023,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,6.1,820943,8457425.641999999,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,outlier
5419,9.99,1,2023,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,6.1,15378179,1631204.1109999998,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,outlier
5424,10.26,2,2023,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,6.0,39498018,8457425.641999999,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
5428,9.65,2,2023,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,6.0,820943,8457425.641999999,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,outlier
5430,9.79,2,2023,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,6.0,15378179,1631204.1109999998,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,outlier
5435,10.58,3,2023,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,5.7,39498018,8457425.641999999,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
5439,11.43,3,2023,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,5.7,820943,8457425.641999999,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,outlier
5441,9.79,3,2023,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,5.7,15378179,1631204.1109999998,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,outlier
5446,11.66,4,2023,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,5.6,39739633,8457425.641999999,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
5450,12.4,4,2023,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,5.6,826622,8457425.641999999,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,outlier
5452,11.07,4,2023,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,5.6,15457075,1631204.1109999998,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,outlier
5457,11.96,5,2023,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,5.2,39739633,8457425.641999999,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
