,Surrogate Keys,Product Name,Product Category,Province/Territory,Cost (Dollars),Month,Year,Quantity (g),Grams,Calories,Protein,Fat,Fiber,Sat.Fat,Carbs,Multiplier,Inflation,Population,GDP (Millions),Climate
4983,4984,Olive oil,Condiments,Canada,7.18,10,2019,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,2.3,37828162,6686164.0,continental
4984,4985,Olive oil,Condiments,Newfoundland and Labrador,7.41,10,2019,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,2.3,528442,103983.0,humid continental
4985,4986,Olive oil,Condiments,Prince Edward Island,7.24,10,2019,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,2.3,157025,21540.0,humid continental
4986,4987,Olive oil,Condiments,Nova Scotia,7.63,10,2019,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,2.3,982592,134747.0,eastern-maritime
4987,4988,Olive oil,Condiments,New Brunswick,7.7,10,2019,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,2.3,780907,109187.0,semi-continental
4988,4989,Olive oil,Condiments,Quebec,7.36,10,2019,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,2.3,8521542,1321046.0,semi-continental
4989,4990,Olive oil,Condiments,Ontario,6.84,10,2019,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,2.3,14666727,2576195.0,semi-continental
4990,4991,Olive oil,Condiments,Manitoba,7.54,10,2019,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,2.3,1373884,215011.0,cold continental
4991,4992,Olive oil,Condiments,Saskatchewan,8.02,10,2019,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,2.3,1167271,245067.0,humid continental
4992,4993,Olive oil,Condiments,Alberta,7.58,10,2019,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,2.3,4376860,1031872.0,prairie-steppe
4993,4994,Olive oil,Condiments,British Columbia,7.88,10,2019,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,2.3,5148047,891628.0,western maritime
4994,4995,Olive oil,Condiments,Canada,7.77,11,2019,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,2.4,37828162,6686164.0,continental
4995,4996,Olive oil,Condiments,Newfoundland and Labrador,8.36,11,2019,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,2.4,528442,103983.0,humid continental
4996,4997,Olive oil,Condiments,Prince Edward Island,8.35,11,2019,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,2.4,157025,21540.0,humid continental
4997,4998,Olive oil,Condiments,Nova Scotia,8.47,11,2019,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,2.4,982592,134747.0,eastern-maritime
4998,4999,Olive oil,Condiments,New Brunswick,8.88,11,2019,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,2.4,780907,109187.0,semi-continental
4999,5000,Olive oil,Condiments,Quebec,8.77,11,2019,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,2.4,8521542,1321046.0,semi-continental
5000,5001,Olive oil,Condiments,Ontario,6.98,11,2019,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,2.4,14666727,2576195.0,semi-continental
5001,5002,Olive oil,Condiments,Manitoba,8.44,11,2019,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,2.4,1373884,215011.0,cold continental
5002,5003,Olive oil,Condiments,Saskatchewan,8.89,11,2019,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,2.4,1167271,245067.0,humid continental
5003,5004,Olive oil,Condiments,Alberta,8.99,11,2019,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,2.4,4376860,1031872.0,prairie-steppe
5004,5005,Olive oil,Condiments,British Columbia,9.06,11,2019,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,2.4,5148047,891628.0,western maritime
5005,5006,Olive oil,Condiments,Canada,6.06,12,2019,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,2.4,37828162,6686164.0,continental
5006,5007,Olive oil,Condiments,Newfoundland and Labrador,8.51,12,2019,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,2.4,528442,103983.0,humid continental
5007,5008,Olive oil,Condiments,Prince Edward Island,8.4,12,2019,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,2.4,157025,21540.0,humid continental
5008,5009,Olive oil,Condiments,Nova Scotia,8.32,12,2019,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,2.4,982592,134747.0,eastern-maritime
5009,5010,Olive oil,Condiments,New Brunswick,8.34,12,2019,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,2.4,780907,109187.0,semi-continental
5010,5011,Olive oil,Condiments,Quebec,5.81,12,2019,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,2.4,8521542,1321046.0,semi-continental
5011,5012,Olive oil,Condiments,Ontario,5.55,12,2019,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,2.4,14666727,2576195.0,semi-continental
5012,5013,Olive oil,Condiments,Manitoba,8.39,12,2019,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,2.4,1373884,215011.0,cold continental
5013,5014,Olive oil,Condiments,Saskatchewan,8.63,12,2019,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,2.4,1167271,245067.0,humid continental
5014,5015,Olive oil,Condiments,Alberta,8.47,12,2019,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,2.4,4376860,1031872.0,prairie-steppe
5015,5016,Olive oil,Condiments,British Columbia,8.7,12,2019,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,2.4,5148047,891628.0,western maritime
5016,5017,Olive oil,Condiments,Canada,7.81,1,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,2.3,37928208,6498011.0,continental
5017,5018,Olive oil,Condiments,Newfoundland and Labrador,7.99,1,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,2.3,528231,93964.0,humid continental
5018,5019,Olive oil,Condiments,Prince Edward Island,7.36,1,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,2.3,157494,21913.0,humid continental
5019,5020,Olive oil,Condiments,Nova Scotia,7.38,1,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,2.3,984130,134171.0,eastern-maritime
5020,5021,Olive oil,Condiments,New Brunswick,7.73,1,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,2.3,781054,108187.0,semi-continental
5021,5022,Olive oil,Condiments,Quebec,8.25,1,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,2.3,8537376,1317417.0,semi-continental
5022,5023,Olive oil,Condiments,Ontario,7.69,1,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,2.3,14718155,2554879.0,semi-continental
5023,5024,Olive oil,Condiments,Manitoba,7.56,1,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,2.3,1377283,212321.0,cold continental
5024,5025,Olive oil,Condiments,Saskatchewan,8.19,1,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,2.3,1169426,227117.0,humid continental
5025,5026,Olive oil,Condiments,Alberta,7.54,1,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,2.3,4392958,893021.0,prairie-steppe
5026,5027,Olive oil,Condiments,British Columbia,7.93,1,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,2.3,5157053,898645.0,western maritime
5027,5028,Olive oil,Condiments,Canada,7.88,2,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,2.0,37928208,6498011.0,continental
5028,5029,Olive oil,Condiments,Newfoundland and Labrador,8.17,2,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,2.0,528231,93964.0,humid continental
5029,5030,Olive oil,Condiments,Prince Edward Island,8.18,2,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,2.0,157494,21913.0,humid continental
5030,5031,Olive oil,Condiments,Nova Scotia,8.09,2,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,2.0,984130,134171.0,eastern-maritime
5031,5032,Olive oil,Condiments,New Brunswick,8.17,2,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,2.0,781054,108187.0,semi-continental
5032,5033,Olive oil,Condiments,Quebec,8.59,2,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,2.0,8537376,1317417.0,semi-continental
5033,5034,Olive oil,Condiments,Ontario,7.29,2,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,2.0,14718155,2554879.0,semi-continental
5034,5035,Olive oil,Condiments,Manitoba,8.46,2,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,2.0,1377283,212321.0,cold continental
5035,5036,Olive oil,Condiments,Saskatchewan,8.73,2,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,2.0,1169426,227117.0,humid continental
5036,5037,Olive oil,Condiments,Alberta,8.49,2,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,2.0,4392958,893021.0,prairie-steppe
5037,5038,Olive oil,Condiments,British Columbia,8.7,2,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,2.0,5157053,898645.0,western maritime
5038,5039,Olive oil,Condiments,Canada,7.82,3,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.7,37928208,6498011.0,continental
5039,5040,Olive oil,Condiments,Newfoundland and Labrador,8.06,3,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.7,528231,93964.0,humid continental
5040,5041,Olive oil,Condiments,Prince Edward Island,8.13,3,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.7,157494,21913.0,humid continental
5041,5042,Olive oil,Condiments,Nova Scotia,8.17,3,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.7,984130,134171.0,eastern-maritime
5042,5043,Olive oil,Condiments,New Brunswick,8.25,3,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.7,781054,108187.0,semi-continental
5043,5044,Olive oil,Condiments,Quebec,8.41,3,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.7,8537376,1317417.0,semi-continental
5044,5045,Olive oil,Condiments,Ontario,7.37,3,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.7,14718155,2554879.0,semi-continental
5045,5046,Olive oil,Condiments,Manitoba,7.95,3,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.7,1377283,212321.0,cold continental
5046,5047,Olive oil,Condiments,Saskatchewan,8.32,3,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.7,1169426,227117.0,humid continental
5047,5048,Olive oil,Condiments,Alberta,8.23,3,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.7,4392958,893021.0,prairie-steppe
5048,5049,Olive oil,Condiments,British Columbia,8.4,3,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.7,5157053,898645.0,western maritime
5049,5050,Olive oil,Condiments,Canada,8.09,4,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.7,38006941,6498011.0,continental
5050,5051,Olive oil,Condiments,Newfoundland and Labrador,8.84,4,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.7,527733,93964.0,humid continental
5051,5052,Olive oil,Condiments,Prince Edward Island,8.71,4,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.7,158401,21913.0,humid continental
5052,5053,Olive oil,Condiments,Nova Scotia,8.78,4,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.7,986204,134171.0,eastern-maritime
5053,5054,Olive oil,Condiments,New Brunswick,8.93,4,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.7,782512,108187.0,semi-continental
5054,5055,Olive oil,Condiments,Quebec,8.19,4,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.7,8550900,1317417.0,semi-continental
5055,5056,Olive oil,Condiments,Ontario,7.78,4,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.7,14752374,2554879.0,semi-continental
5056,5057,Olive oil,Condiments,Manitoba,8.36,4,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.7,1379280,212321.0,cold continental
5057,5058,Olive oil,Condiments,Saskatchewan,8.56,4,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.7,1169038,227117.0,humid continental
5058,5059,Olive oil,Condiments,Alberta,8.4,4,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.7,4405455,893021.0,prairie-steppe
5059,5060,Olive oil,Condiments,British Columbia,8.51,4,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.7,5169535,898645.0,western maritime
5060,5061,Olive oil,Condiments,Canada,7.38,5,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.4,38006941,6498011.0,continental
5061,5062,Olive oil,Condiments,Newfoundland and Labrador,8.02,5,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.4,527733,93964.0,humid continental
5062,5063,Olive oil,Condiments,Prince Edward Island,8.07,5,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.4,158401,21913.0,humid continental
5063,5064,Olive oil,Condiments,Nova Scotia,8.0,5,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.4,986204,134171.0,eastern-maritime
5064,5065,Olive oil,Condiments,New Brunswick,8.25,5,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.4,782512,108187.0,semi-continental
5065,5066,Olive oil,Condiments,Quebec,7.19,5,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.4,8550900,1317417.0,semi-continental
5066,5067,Olive oil,Condiments,Ontario,7.04,5,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.4,14752374,2554879.0,semi-continental
5067,5068,Olive oil,Condiments,Manitoba,8.19,5,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.4,1379280,212321.0,cold continental
5068,5069,Olive oil,Condiments,Saskatchewan,8.62,5,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.4,1169038,227117.0,humid continental
5069,5070,Olive oil,Condiments,Alberta,8.75,5,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.4,4405455,893021.0,prairie-steppe
5070,5071,Olive oil,Condiments,British Columbia,8.33,5,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.4,5169535,898645.0,western maritime
5071,5072,Olive oil,Condiments,Canada,8.22,6,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.5,38006941,6498011.0,continental
5072,5073,Olive oil,Condiments,Newfoundland and Labrador,8.82,6,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.5,527733,93964.0,humid continental
5073,5074,Olive oil,Condiments,Prince Edward Island,8.53,6,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.5,158401,21913.0,humid continental
5074,5075,Olive oil,Condiments,Nova Scotia,8.97,6,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.5,986204,134171.0,eastern-maritime
5075,5076,Olive oil,Condiments,New Brunswick,9.06,6,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.5,782512,108187.0,semi-continental
5076,5077,Olive oil,Condiments,Quebec,8.7,6,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.5,8550900,1317417.0,semi-continental
5077,5078,Olive oil,Condiments,Ontario,7.86,6,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.5,14752374,2554879.0,semi-continental
5078,5079,Olive oil,Condiments,Manitoba,8.44,6,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.5,1379280,212321.0,cold continental
5079,5080,Olive oil,Condiments,Saskatchewan,8.61,6,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.5,1169038,227117.0,humid continental
5080,5081,Olive oil,Condiments,Alberta,8.54,6,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.5,4405455,893021.0,prairie-steppe
5081,5082,Olive oil,Condiments,British Columbia,8.35,6,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.5,5169535,898645.0,western maritime
5082,5083,Olive oil,Condiments,Canada,7.52,7,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.3,38028638,6498011.0,continental
5083,5084,Olive oil,Condiments,Newfoundland and Labrador,8.34,7,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.3,526884,93964.0,humid continental
5084,5085,Olive oil,Condiments,Prince Edward Island,8.49,7,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.3,159193,21913.0,humid continental
5085,5086,Olive oil,Condiments,Nova Scotia,8.28,7,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.3,989168,134171.0,eastern-maritime
5086,5087,Olive oil,Condiments,New Brunswick,8.63,7,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.3,783432,108187.0,semi-continental
5087,5088,Olive oil,Condiments,Quebec,6.82,7,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.3,8551095,1317417.0,semi-continental
5088,5089,Olive oil,Condiments,Ontario,7.48,7,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.3,14761811,2554879.0,semi-continental
5089,5090,Olive oil,Condiments,Manitoba,7.91,7,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.3,1380132,212321.0,cold continental
5090,5091,Olive oil,Condiments,Saskatchewan,8.25,7,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.3,1167386,227117.0,humid continental
5091,5092,Olive oil,Condiments,Alberta,8.36,7,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.3,4407495,893021.0,prairie-steppe
5092,5093,Olive oil,Condiments,British Columbia,8.18,7,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.3,5176101,898645.0,western maritime
5093,5094,Olive oil,Condiments,Canada,6.37,8,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.5,38028638,6498011.0,continental
5094,5095,Olive oil,Condiments,Newfoundland and Labrador,7.48,8,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.5,526884,93964.0,humid continental
5095,5096,Olive oil,Condiments,Prince Edward Island,7.36,8,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.5,159193,21913.0,humid continental
5096,5097,Olive oil,Condiments,Nova Scotia,7.7,8,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.5,989168,134171.0,eastern-maritime
5097,5098,Olive oil,Condiments,New Brunswick,8.11,8,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.5,783432,108187.0,semi-continental
5098,5099,Olive oil,Condiments,Quebec,8.58,8,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.5,8551095,1317417.0,semi-continental
5099,5100,Olive oil,Condiments,Ontario,5.71,8,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.5,14761811,2554879.0,semi-continental
5100,5101,Olive oil,Condiments,Manitoba,6.54,8,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.5,1380132,212321.0,cold continental
5101,5102,Olive oil,Condiments,Saskatchewan,7.14,8,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.5,1167386,227117.0,humid continental
5102,5103,Olive oil,Condiments,Alberta,6.58,8,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.5,4407495,893021.0,prairie-steppe
5103,5104,Olive oil,Condiments,British Columbia,6.77,8,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.5,5176101,898645.0,western maritime
5104,5105,Olive oil,Condiments,Canada,7.09,9,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.4,38028638,6498011.0,continental
5105,5106,Olive oil,Condiments,Newfoundland and Labrador,7.72,9,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.4,526884,93964.0,humid continental
5106,5107,Olive oil,Condiments,Prince Edward Island,7.66,9,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.4,159193,21913.0,humid continental
5107,5108,Olive oil,Condiments,Nova Scotia,7.87,9,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.4,989168,134171.0,eastern-maritime
5108,5109,Olive oil,Condiments,New Brunswick,7.9,9,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.4,783432,108187.0,semi-continental
5109,5110,Olive oil,Condiments,Quebec,8.19,9,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.4,8551095,1317417.0,semi-continental
5110,5111,Olive oil,Condiments,Ontario,6.47,9,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.4,14761811,2554879.0,semi-continental
5111,5112,Olive oil,Condiments,Manitoba,7.53,9,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.4,1380132,212321.0,cold continental
5112,5113,Olive oil,Condiments,Saskatchewan,7.78,9,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.4,1167386,227117.0,humid continental
5113,5114,Olive oil,Condiments,Alberta,7.62,9,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.4,4407495,893021.0,prairie-steppe
5114,5115,Olive oil,Condiments,British Columbia,7.75,9,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.4,5176101,898645.0,western maritime
5115,5116,Olive oil,Condiments,Canada,6.62,10,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.6,38027406,6498011.0,continental
5116,5117,Olive oil,Condiments,Newfoundland and Labrador,7.7,10,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.6,526046,93964.0,humid continental
5117,5118,Olive oil,Condiments,Prince Edward Island,7.64,10,2020,1000.0,1000.0,8928.57142857143,0.0,1000.0,0.0,214.28571428571428,0.0,71.42857142857143,1.6,159179,21913.0,humid continental
